Name,Date,Time,Item,Item_Description,Packed,Quantity,Sold,UnitPrice,Profit
Avni's Pan Shop,2025-07-16,05:19:25,Soanpapdi,Local,No,12,4,26.46,41.7
Nandini's Pan Shop,2025-07-24,19:31:13,Soanpapdi,Local,No,77,15,17.02,71.91
Yamini's Pan Shop,2025-08-03,08:13:04,Chewing Gum,International,Yes,44,9,59.64,80.43
Faras's Pan Shop,2025-08-07,02:10:58,Mysorepak,Local,No,35,26,14.45,86.82
Janya's Pan Shop,2025-07-17,21:30:15,Chocolates,Domestic,Yes,9,3,20.55,18.98
Upkaar's Pan Shop,2025-07-27,18:28:40,Cigarettes,International,Yes,43,36,29.79,215.84
Orinder's Pan Shop,2025-07-27,20:27:50,Cigarettes,Domestic,Yes,16,3,48.36,56.25
Karan's Pan Shop,2025-07-15,17:18:21,Drinks,International,Yes,39,12,37.81,155.58
Vincent's Pan Shop,2025-07-14,16:53:14,Biscuits,Domestic,Yes,60,31,14.14,145.57
Chaaya's Pan Shop,2025-07-17,06:21:19,Chewing Gum,Domestic,Yes,71,43,30.21,390.07
Tamanna's Pan Shop,2025-07-23,00:12:21,Drinks,Domestic,Yes,45,41,3.91,40.57
Zehaan's Pan Shop,2025-07-29,04:42:25,Chips,Domestic,Yes,71,54,10.24,122.64
Isaac's Pan Shop,2025-07-18,18:24:45,Chips,Domestic,Yes,30,25,9.51,33.16
Aarna's Pan Shop,2025-08-09,05:57:04,Biscuits,International,Yes,61,16,41.07,208.64
Jagrati's Pan Shop,2025-08-02,22:23:25,Chocolates,International,Yes,21,20,9.32,63.87
Gaurangi's Pan Shop,2025-07-14,09:37:58,Mysorepak,Local,No,25,8,41.13,124.52
Yasti's Pan Shop,2025-07-29,18:20:02,Cigarettes,International,Yes,58,1,41.9,12.74
Baljiwan's Pan Shop,2025-07-19,18:16:10,Cigarettes,Domestic,Yes,60,46,15.55,145.09
Dipta's Pan Shop,2025-08-09,11:55:20,Sweets,Local,No,89,76,52.16,1116.73
Sarthak's Pan Shop,2025-08-08,09:50:03,Drinks,International,Yes,87,10,58.95,162.12
Wyatt's Pan Shop,2025-07-19,22:46:45,Mysorepak,Local,No,94,22,58.8,295.77
Gaurangi's Pan Shop,2025-07-11,03:01:16,Cigarettes,Domestic,Yes,9,2,27.41,10.61
Vrinda's Pan Shop,2025-07-16,12:24:16,Peanuts,Local,No,54,22,47.79,169.35
Zayan's Pan Shop,2025-07-24,20:33:42,Soda,International,Yes,97,73,30.81,599.7
Jeremiah's Pan Shop,2025-07-16,14:02:41,Lighters,Local,Yes,44,19,29.42,154.52
Praneel's Pan Shop,2025-07-18,12:40:42,Chips,International,Yes,95,31,59.33,661.33
Ranveer's Pan Shop,2025-08-01,17:34:19,Biscuits,Domestic,Yes,60,50,8.83,97.7
Aradhana's Pan Shop,2025-07-23,02:23:28,Match Boxes,Local,No,31,13,18.3,63.99
Vyanjana's Pan Shop,2025-07-25,23:25:31,Chips,Domestic,Yes,21,7,29.42,64.38
Lekha's Pan Shop,2025-07-23,02:11:21,Jelly,Local,No,41,7,31.11,61.26
Ojasvi's Pan Shop,2025-07-15,20:23:27,Cigarettes,International,Yes,76,28,34.7,230.81
Chameli's Pan Shop,2025-08-01,12:32:04,Biscuits,International,Yes,49,3,15.2,8.07
William's Pan Shop,2025-07-16,01:16:44,Match Boxes,Local,No,9,1,56.57,9.08
Joshua's Pan Shop,2025-07-12,13:59:07,Lighters,Local,Yes,87,53,35.39,244.05
Ayushman's Pan Shop,2025-07-26,06:41:11,Biscuits,Domestic,Yes,16,14,49.25,80.46
Yashoda's Pan Shop,2025-07-11,00:14:43,Mysorepak,Local,No,88,45,50.63,677.8
Bakhshi's Pan Shop,2025-07-14,02:52:39,Mysorepak,Local,No,61,54,12.89,79.79
Urvashi's Pan Shop,2025-07-14,22:32:33,Drinks,Domestic,Yes,30,4,48.37,38.13
Bhavna's Pan Shop,2025-08-01,09:24:27,Chewing Gum,International,Yes,46,10,48.26,174.15
William's Pan Shop,2025-07-27,18:26:37,Match Boxes,Local,No,41,17,14.82,91.54
Sudiksha's Pan Shop,2025-07-25,11:28:41,Lighters,Local,Yes,77,10,33.56,50.9
Bahadurjit's Pan Shop,2025-07-22,12:57:14,Match Boxes,Local,No,93,67,44.43,394.88
Janya's Pan Shop,2025-08-05,02:03:40,Biscuits,Domestic,Yes,75,65,2.63,51.75
Barkha's Pan Shop,2025-07-24,15:20:36,Mysorepak,Local,No,32,18,52.43,343.2
Baljiwan's Pan Shop,2025-07-20,14:43:23,Chewing Gum,International,Yes,55,52,8.36,149.71
Oni's Pan Shop,2025-08-06,05:28:46,Mysorepak,Local,No,12,8,26.4,52.71
Harsh's Pan Shop,2025-08-01,19:15:19,Biscuits,Domestic,Yes,5,3,34.89,32.85
Viraj's Pan Shop,2025-07-19,03:58:17,Chocolates,International,Yes,72,66,20.76,537.72
Vincent's Pan Shop,2025-07-18,13:44:44,Soda,International,Yes,57,53,29.18,537.64
Agastya's Pan Shop,2025-07-29,00:45:00,Mysorepak,Local,No,51,25,35.27,197.62
Chameli's Pan Shop,2025-07-13,09:59:34,Peanuts,Local,No,22,13,7.47,37.7
Barkha's Pan Shop,2025-08-07,03:02:05,Jelly,Local,No,15,14,13.96,25.12
Jhalak's Pan Shop,2025-07-17,20:38:44,Mysorepak,Local,No,32,17,31.41,121.2
Amruta's Pan Shop,2025-07-28,05:34:30,Drinks,International,Yes,54,35,22.4,84.52
Ranveer's Pan Shop,2025-07-24,23:05:14,Lighters,Local,Yes,49,46,30.34,430.05
Banjeet's Pan Shop,2025-07-17,08:42:54,Mysorepak,Local,No,76,26,20.84,161.07
Nathaniel's Pan Shop,2025-08-08,16:11:53,Mysorepak,Local,No,53,22,27.88,94.21
Sudiksha's Pan Shop,2025-07-23,11:04:21,Lighters,Local,Yes,28,1,12.55,3.68
Rachana's Pan Shop,2025-08-07,22:57:24,Jelly,Local,No,98,82,27.04,365.92
Tanmayi's Pan Shop,2025-07-28,06:41:17,Sweets,Local,No,78,26,10.08,81.04
Harish's Pan Shop,2025-07-29,07:35:13,Cigarettes,International,Yes,15,12,55.71,87.42
Chameli's Pan Shop,2025-07-16,22:43:27,Jelly,Local,No,94,37,54.88,265.17
Jason's Pan Shop,2025-07-12,17:41:24,Match Boxes,Local,No,84,46,40.35,507.49
Chaaya's Pan Shop,2025-07-15,04:33:35,Mysorepak,Local,No,66,55,47.1,551.69
Bimala's Pan Shop,2025-07-31,16:10:06,Chewing Gum,International,Yes,54,35,5.47,56.58
Anamika's Pan Shop,2025-08-08,21:08:42,Mysorepak,Local,No,44,30,4.38,18.2
Orinder's Pan Shop,2025-07-12,09:35:12,Peanuts,Local,No,23,1,48.82,9.03
Warhi's Pan Shop,2025-07-23,08:15:24,Cigarettes,International,Yes,40,39,40.48,282.73
Manthan's Pan Shop,2025-08-08,07:50:15,Peanuts,Local,No,64,21,59.51,414.02
Onveer's Pan Shop,2025-08-05,21:23:40,Cigarettes,Domestic,Yes,51,15,18.88,53.61
Ladli's Pan Shop,2025-07-11,23:34:19,Chewing Gum,Domestic,Yes,35,32,30.55,196.05
Amara's Pan Shop,2025-07-23,13:58:03,Match Boxes,Local,No,66,2,20.96,11.39
Maya's Pan Shop,2025-08-01,14:18:08,Biscuits,Domestic,Yes,5,3,17.09,16.42
Lavanya's Pan Shop,2025-07-11,13:08:09,Sweets,Local,No,72,6,38.49,59.2
Oliver's Pan Shop,2025-07-30,08:16:49,Soanpapdi,Local,No,8,4,22.87,22.45
Warinder's Pan Shop,2025-07-31,03:35:58,Chips,Domestic,Yes,83,44,38.02,182.69
Dalbir's Pan Shop,2025-07-24,09:04:41,Soda,International,Yes,60,23,37.99,220.8
Faras's Pan Shop,2025-07-31,02:10:53,Sweets,Local,No,79,19,22.35,99.13
Janya's Pan Shop,2025-08-02,18:39:50,Lighters,Local,Yes,7,3,56.78,44.1
Robert's Pan Shop,2025-08-04,14:21:27,Biscuits,Domestic,Yes,56,33,49.2,334.22
Bhavya's Pan Shop,2025-07-24,22:00:13,Lighters,Local,Yes,76,30,25.48,134.59
Urvashi's Pan Shop,2025-07-30,22:17:59,Soda,International,Yes,82,52,33.5,574.42
Yasti's Pan Shop,2025-08-07,17:22:32,Drinks,International,Yes,55,16,57.77,343.69
Andrew's Pan Shop,2025-07-23,07:08:34,Chewing Gum,International,Yes,57,21,6.95,40.08
Manya's Pan Shop,2025-07-15,11:11:42,Chips,International,Yes,36,27,27.3,92.4
Zayan's Pan Shop,2025-07-26,09:11:26,Lighters,Local,Yes,80,68,7.81,99.64
Meghana's Pan Shop,2025-07-22,22:03:03,Soanpapdi,Local,No,46,42,6.46,68.52
Yasti's Pan Shop,2025-07-25,16:24:11,Jelly,Local,No,47,14,57.0,138.75
Ranveer's Pan Shop,2025-08-06,03:09:30,Peanuts,Local,No,79,73,53.66,954.46
Amara's Pan Shop,2025-08-06,06:20:04,Lighters,Local,Yes,57,37,16.86,246.83
Gaurangi's Pan Shop,2025-07-11,04:53:02,Chips,International,Yes,83,37,50.86,392.49
Tanvi's Pan Shop,2025-07-27,04:58:10,Chocolates,Domestic,Yes,33,33,33.07,286.29
Ekanta's Pan Shop,2025-07-27,10:58:18,Peanuts,Local,No,81,14,33.28,175.61
Luke's Pan Shop,2025-08-03,18:49:35,Mysorepak,Local,No,58,24,31.52,98.57
Faqid's Pan Shop,2025-07-15,12:39:14,Sweets,Local,No,26,26,41.94,239.21
Jeremiah's Pan Shop,2025-08-08,23:23:19,Chewing Gum,Domestic,Yes,16,16,45.8,177.42
Sara's Pan Shop,2025-07-19,09:16:03,Chips,Domestic,Yes,46,19,33.14,123.03
Falan's Pan Shop,2025-07-15,19:03:59,Chewing Gum,Domestic,Yes,11,2,51.09,32.79
Frado's Pan Shop,2025-08-01,19:18:59,Chocolates,Domestic,Yes,12,4,50.72,54.62
Hemani's Pan Shop,2025-07-18,19:00:24,Sweets,Local,No,12,10,57.6,226.3
Indira's Pan Shop,2025-07-17,16:32:00,Sweets,Local,No,45,34,24.93,191.75
Robert's Pan Shop,2025-08-03,01:51:18,Biscuits,International,Yes,88,39,40.17,551.91
Udarsh's Pan Shop,2025-07-31,15:39:14,Chewing Gum,Domestic,Yes,21,15,18.08,80.76
Noah's Pan Shop,2025-08-02,02:05:02,Match Boxes,Local,No,40,25,25.58,72.91
Samar's Pan Shop,2025-08-03,03:03:04,Biscuits,Domestic,Yes,50,36,22.69,156.11
Yagnesh's Pan Shop,2025-07-28,22:25:18,Match Boxes,Local,No,15,15,6.33,37.88
Veda's Pan Shop,2025-07-16,18:24:27,Sweets,Local,No,51,48,33.46,507.58
Krish's Pan Shop,2025-08-09,08:50:56,Mysorepak,Local,No,96,77,5.02,86.46
Ganga's Pan Shop,2025-08-09,23:24:36,Biscuits,International,Yes,90,32,59.22,469.96
Ganga's Pan Shop,2025-07-31,13:41:09,Peanuts,Local,No,81,50,14.69,284.15
Yagnesh's Pan Shop,2025-08-01,23:07:02,Jelly,Local,No,82,7,20.95,22.67
Aashi's Pan Shop,2025-08-07,06:37:11,Sweets,Local,No,29,27,10.31,81.76
Sanya's Pan Shop,2025-07-12,07:59:45,Chewing Gum,Domestic,Yes,79,47,54.31,896.95
Michael's Pan Shop,2025-07-28,23:52:43,Soda,International,Yes,32,6,41.89,88.1
Ganga's Pan Shop,2025-07-26,21:02:00,Biscuits,International,Yes,39,21,30.72,173.88
Mekhala's Pan Shop,2025-08-01,00:00:13,Soda,International,Yes,6,4,7.2,10.36
Pahal's Pan Shop,2025-07-18,15:22:27,Jelly,Local,No,32,4,41.42,61.04
Ojasvi's Pan Shop,2025-07-21,16:28:50,Cigarettes,Domestic,Yes,23,22,38.71,101.98
William's Pan Shop,2025-07-22,20:46:30,Biscuits,International,Yes,95,66,11.15,287.69
Aashi's Pan Shop,2025-08-01,18:37:03,Chips,International,Yes,55,45,6.17,98.96
Daksh's Pan Shop,2025-08-06,18:00:14,Chocolates,International,Yes,26,11,2.91,11.05
Warinder's Pan Shop,2025-07-26,02:57:02,Lighters,Local,Yes,88,52,43.64,647.47
Zarna's Pan Shop,2025-08-09,05:11:19,Chips,Domestic,Yes,82,34,47.91,260.43
Dipta's Pan Shop,2025-07-21,23:54:11,Soda,International,Yes,25,14,16.1,71.98
Harish's Pan Shop,2025-07-24,18:24:07,Biscuits,Domestic,Yes,88,31,51.63,252.09
Joshua's Pan Shop,2025-07-31,15:59:34,Peanuts,Local,No,46,4,37.52,23.18
Raagini's Pan Shop,2025-07-11,05:35:25,Drinks,Domestic,Yes,68,17,14.13,91.18
Ekavir's Pan Shop,2025-07-11,00:31:32,Cigarettes,International,Yes,27,24,4.18,17.3
Jeevika's Pan Shop,2025-07-31,07:56:17,Biscuits,Domestic,Yes,15,11,6.84,27.37
Advika's Pan Shop,2025-07-31,09:57:36,Biscuits,Domestic,Yes,9,1,38.72,8.04
Janya's Pan Shop,2025-07-12,01:09:00,Drinks,Domestic,Yes,45,43,6.61,111.87
Xavier's Pan Shop,2025-08-02,01:58:47,Sweets,Local,No,59,40,43.76,606.6
Xavier's Pan Shop,2025-08-04,08:46:13,Mysorepak,Local,No,19,3,45.39,29.8
Vasudha's Pan Shop,2025-07-11,22:25:10,Chips,Domestic,Yes,40,31,32.52,340.69
Jairaj's Pan Shop,2025-07-30,16:48:13,Chewing Gum,Domestic,Yes,90,79,9.55,233.64
Faras's Pan Shop,2025-08-06,00:21:49,Soanpapdi,Local,No,45,4,36.21,53.25
Viraj's Pan Shop,2025-07-20,01:59:57,Biscuits,Domestic,Yes,95,44,49.48,222.11
Quincy's Pan Shop,2025-07-22,02:09:09,Lighters,Local,Yes,52,29,51.14,587.18
Eesha's Pan Shop,2025-08-09,03:26:07,Chips,Domestic,Yes,83,19,32.76,121.91
Jeremiah's Pan Shop,2025-08-05,02:22:06,Chips,Domestic,Yes,48,36,18.84,266.77
Nathaniel's Pan Shop,2025-07-31,10:51:06,Chips,International,Yes,43,35,43.06,469.63
Faqid's Pan Shop,2025-07-11,19:55:19,Peanuts,Local,No,54,49,17.95,185.71
Samesh's Pan Shop,2025-07-21,02:05:46,Mysorepak,Local,No,90,37,12.15,139.61
Arin's Pan Shop,2025-08-02,23:06:34,Soanpapdi,Local,No,65,19,16.35,78.72
Manbir's Pan Shop,2025-08-06,23:10:43,Mysorepak,Local,No,57,4,35.67,30.99
Aarna's Pan Shop,2025-08-08,07:29:13,Chewing Gum,Domestic,Yes,89,66,52.31,369.59
Balvan's Pan Shop,2025-08-05,09:25:47,Drinks,International,Yes,46,36,4.52,44.14
Saksham's Pan Shop,2025-07-26,17:07:18,Soanpapdi,Local,No,20,8,54.46,64.28
Chatresh's Pan Shop,2025-07-16,23:56:32,Cigarettes,Domestic,Yes,63,7,4.79,12.43
Damini's Pan Shop,2025-07-25,13:36:17,Soda,International,Yes,60,15,30.04,148.94
Aradhana's Pan Shop,2025-07-13,05:12:28,Soanpapdi,Local,No,81,16,29.3,152.37
Samarth's Pan Shop,2025-08-05,14:46:45,Chocolates,International,Yes,68,36,29.92,137.69
Ekavir's Pan Shop,2025-08-05,23:47:43,Peanuts,Local,No,44,30,13.7,151.05
Hredhaan's Pan Shop,2025-07-14,06:03:34,Cigarettes,Domestic,Yes,79,29,37.34,246.32
Rudra's Pan Shop,2025-07-27,23:25:40,Sweets,Local,No,63,43,59.38,261.94
Ishani's Pan Shop,2025-07-17,23:16:31,Jelly,Local,No,80,15,54.83,226.43
Raagini's Pan Shop,2025-07-13,18:45:23,Sweets,Local,No,99,87,16.69,153.99
Abha's Pan Shop,2025-07-26,08:09:24,Cigarettes,Domestic,Yes,76,44,6.34,51.57
Manbir's Pan Shop,2025-07-21,19:00:44,Drinks,Domestic,Yes,86,2,44.14,35.31
Owen's Pan Shop,2025-08-02,14:21:18,Drinks,Domestic,Yes,86,41,30.64,252.04
Eesha's Pan Shop,2025-07-27,08:36:48,Match Boxes,Local,No,46,15,29.52,104.08
Amruta's Pan Shop,2025-07-12,02:18:13,Biscuits,International,Yes,9,3,59.27,63.7
William's Pan Shop,2025-07-16,17:05:43,Drinks,Domestic,Yes,35,17,35.92,214.56
Lekha's Pan Shop,2025-07-15,12:23:18,Chewing Gum,Domestic,Yes,71,48,26.14,161.47
Osha's Pan Shop,2025-07-24,00:29:48,Peanuts,Local,No,95,84,43.57,1199.66
Vrinda's Pan Shop,2025-07-20,02:10:37,Soda,Domestic,Yes,47,13,15.68,40.25
Jasmit's Pan Shop,2025-07-20,06:31:33,Peanuts,Local,No,51,14,58.94,304.88
Rachit's Pan Shop,2025-08-02,08:15:51,Soanpapdi,Local,No,28,2,5.83,2.05
Rushil's Pan Shop,2025-07-23,04:40:20,Chewing Gum,Domestic,Yes,69,11,52.18,223.58
Joshua's Pan Shop,2025-08-02,16:37:03,Peanuts,Local,No,12,7,52.25,123.53
Radhika's Pan Shop,2025-08-08,11:42:09,Lighters,Local,Yes,55,21,26.54,109.75
Abdul's Pan Shop,2025-07-17,01:35:30,Lighters,Local,Yes,84,72,57.43,474.36
Neel's Pan Shop,2025-08-02,12:28:27,Peanuts,Local,No,60,42,32.04,316.96
Manya's Pan Shop,2025-07-11,16:56:57,Biscuits,International,Yes,87,70,20.24,475.91
Nilima's Pan Shop,2025-07-31,05:22:49,Peanuts,Local,No,17,9,51.85,174.35
William's Pan Shop,2025-07-17,17:19:37,Chewing Gum,Domestic,Yes,43,7,35.67,64.94
Yauvani's Pan Shop,2025-07-31,20:05:53,Mysorepak,Local,No,96,51,43.94,491.96
Faqid's Pan Shop,2025-07-22,03:09:14,Soda,International,Yes,18,16,44.32,147.93
Anamika's Pan Shop,2025-07-22,11:33:25,Match Boxes,Local,No,10,6,35.52,46.28
Yashawini's Pan Shop,2025-08-05,22:20:57,Chewing Gum,Domestic,Yes,78,29,18.31,121.42
Vincent's Pan Shop,2025-08-03,02:04:19,Lighters,Local,Yes,83,36,14.23,61.43
Neelima's Pan Shop,2025-07-19,23:31:19,Lighters,Local,Yes,67,39,5.07,49.56
Wakeeta's Pan Shop,2025-08-08,15:44:23,Chewing Gum,Domestic,Yes,42,22,59.37,487.04
Sanaya's Pan Shop,2025-07-29,23:25:34,Soda,International,Yes,77,67,19.68,506.93
Zayyan's Pan Shop,2025-08-05,15:02:56,Sweets,Local,No,22,14,38.69,88.47
Oliver's Pan Shop,2025-07-23,09:11:32,Cigarettes,Domestic,Yes,43,9,47.07,148.27
Maanas's Pan Shop,2025-07-26,16:32:37,Soanpapdi,Local,No,40,5,45.3,55.4
Bhavya's Pan Shop,2025-07-14,08:44:05,Peanuts,Local,No,12,10,12.08,30.43
Praneel's Pan Shop,2025-08-02,11:57:13,Drinks,International,Yes,17,14,16.8,75.54
Radhika's Pan Shop,2025-08-02,01:12:39,Biscuits,International,Yes,45,29,4.75,49.34
Madhavi's Pan Shop,2025-07-22,10:17:43,Peanuts,Local,No,42,3,55.99,34.62
Manbir's Pan Shop,2025-07-19,02:40:48,Mysorepak,Local,No,20,17,39.63,229.37
Vedhika's Pan Shop,2025-07-15,17:10:44,Jelly,Local,No,16,13,57.77,279.53
Samar's Pan Shop,2025-07-29,11:56:47,Lighters,Local,Yes,46,27,48.42,365.01
Charita's Pan Shop,2025-07-14,14:57:27,Sweets,Local,No,31,15,30.74,125.29
Maanas's Pan Shop,2025-07-11,01:06:16,Chips,International,Yes,69,17,28.67,180.25
Tanveer's Pan Shop,2025-07-23,22:57:34,Match Boxes,Local,No,83,5,40.49,61.82
Vaishnavi's Pan Shop,2025-07-15,03:44:42,Match Boxes,Local,No,98,48,23.79,443.33
Vyanjana's Pan Shop,2025-07-14,15:07:05,Peanuts,Local,No,43,18,20.17,103.9
Tanmayi's Pan Shop,2025-08-02,20:09:42,Chewing Gum,Domestic,Yes,52,18,46.46,277.62
Ikshita's Pan Shop,2025-07-25,01:16:18,Chewing Gum,Domestic,Yes,72,12,26.25,122.57
Qabil's Pan Shop,2025-07-29,12:44:01,Biscuits,Domestic,Yes,93,5,16.11,27.97
Yashawini's Pan Shop,2025-07-20,22:52:53,Mysorepak,Local,No,30,11,43.01,55.54
Manya's Pan Shop,2025-07-17,20:44:44,Soanpapdi,Local,No,96,5,3.81,7.36
Triya's Pan Shop,2025-08-04,00:04:09,Lighters,Local,Yes,70,59,58.96,1149.8
Neha's Pan Shop,2025-07-26,17:44:36,Chocolates,International,Yes,75,66,46.83,1095.94
Ati's Pan Shop,2025-08-08,02:21:13,Drinks,Domestic,Yes,15,4,19.38,14.2
Onveer's Pan Shop,2025-08-06,09:02:47,Peanuts,Local,No,17,10,19.88,40.87
Daksha's Pan Shop,2025-07-19,13:32:30,Drinks,International,Yes,52,10,33.09,37.25
Yagnesh's Pan Shop,2025-07-16,20:09:32,Drinks,Domestic,Yes,64,2,37.17,21.43
Chaaya's Pan Shop,2025-08-01,14:46:54,Match Boxes,Local,No,76,55,33.64,203.2
Owen's Pan Shop,2025-07-18,23:33:39,Lighters,Local,Yes,18,15,58.41,104.56
Triya's Pan Shop,2025-08-04,02:23:36,Chips,Domestic,Yes,32,19,27.76,67.9
Urvashi's Pan Shop,2025-07-28,20:36:02,Mysorepak,Local,No,85,59,17.59,402.67
William's Pan Shop,2025-07-19,05:29:00,Soanpapdi,Local,No,57,50,14.68,172.55
Raghav's Pan Shop,2025-07-12,01:30:42,Sweets,Local,No,29,15,42.09,169.08
Yashoda's Pan Shop,2025-07-26,15:36:22,Peanuts,Local,No,13,7,32.47,90.88
Mekhala's Pan Shop,2025-07-18,19:02:15,Chocolates,International,Yes,19,13,5.73,19.92
Wyatt's Pan Shop,2025-07-17,15:12:41,Soanpapdi,Local,No,78,75,40.15,1031.91
Chaaya's Pan Shop,2025-07-20,04:24:15,Chips,International,Yes,94,9,4.43,11.51
Upkaar's Pan Shop,2025-08-04,09:52:50,Lighters,Local,Yes,14,5,23.42,31.89
Ranveer's Pan Shop,2025-07-11,20:58:49,Jelly,Local,No,97,85,44.34,821.65
Anamika's Pan Shop,2025-08-08,01:33:07,Biscuits,International,Yes,10,6,2.42,3.6
Sneha's Pan Shop,2025-07-27,03:30:38,Mysorepak,Local,No,68,40,28.45,309.8
Yasti's Pan Shop,2025-07-29,13:13:53,Mysorepak,Local,No,67,56,43.95,738.11
Aarush's Pan Shop,2025-07-31,10:42:07,Lighters,Local,Yes,51,14,35.6,166.88
Janya's Pan Shop,2025-08-03,04:43:49,Chocolates,Domestic,Yes,10,3,25.07,22.66
Madhavi's Pan Shop,2025-08-01,03:45:47,Drinks,International,Yes,42,21,35.47,74.56
Yamini's Pan Shop,2025-07-16,22:23:36,Cigarettes,Domestic,Yes,19,17,28.76,117.24
Yasti's Pan Shop,2025-07-28,17:27:47,Biscuits,Domestic,Yes,93,69,21.04,241.26
Quincy's Pan Shop,2025-07-21,06:45:00,Sweets,Local,No,10,7,50.75,77.69
Leela's Pan Shop,2025-08-01,05:31:36,Drinks,Domestic,Yes,23,21,48.65,404.63
Luke's Pan Shop,2025-07-22,06:58:15,Jelly,Local,No,46,29,6.55,25.42
Ikbal's Pan Shop,2025-07-19,12:10:24,Chips,International,Yes,18,3,36.12,13.5
Vidhi's Pan Shop,2025-07-18,00:59:29,Sweets,Local,No,59,4,10.12,9.07
Sudiksha's Pan Shop,2025-08-06,20:10:19,Lighters,Local,Yes,95,46,16.1,145.77
Arin's Pan Shop,2025-07-13,15:19:36,Lighters,Local,Yes,92,39,43.57,248.59
Kashish's Pan Shop,2025-08-07,09:29:21,Jelly,Local,No,52,41,43.4,562.53
Lakshmi's Pan Shop,2025-07-21,08:37:29,Match Boxes,Local,No,80,17,19.93,74.25
Chameli's Pan Shop,2025-07-20,18:36:53,Cigarettes,Domestic,Yes,63,24,54.84,199.87
Ojasvi's Pan Shop,2025-07-17,06:07:37,Soanpapdi,Local,No,97,57,45.09,390.64
Upma's Pan Shop,2025-07-13,08:03:54,Jelly,Local,No,65,59,25.08,567.46
Tanmayi's Pan Shop,2025-07-26,18:51:39,Jelly,Local,No,59,35,2.5,24.77
Jackson's Pan Shop,2025-08-09,22:19:23,Biscuits,Domestic,Yes,25,3,14.21,12.1
Nicholas's Pan Shop,2025-07-11,11:17:37,Cigarettes,International,Yes,17,11,37.88,74.35
Noah's Pan Shop,2025-08-05,22:08:11,Peanuts,Local,No,100,24,22.73,209.8
Neelima's Pan Shop,2025-07-19,08:45:56,Soda,International,Yes,40,26,11.99,94.19
Jai's Pan Shop,2025-07-14,03:32:20,Chips,Domestic,Yes,88,64,3.45,43.9
Jagat's Pan Shop,2025-08-06,08:59:01,Jelly,Local,No,91,5,26.01,25.36
Neha's Pan Shop,2025-08-02,01:53:53,Drinks,International,Yes,56,16,42.84,167.31
Gayathri's Pan Shop,2025-08-05,20:55:30,Chips,Domestic,Yes,13,5,39.48,52.02
Christopher's Pan Shop,2025-07-13,22:16:52,Drinks,International,Yes,81,56,25.51,561.04
Ranveer's Pan Shop,2025-07-13,22:13:43,Chocolates,Domestic,Yes,99,91,34.77,1017.66
Chameli's Pan Shop,2025-07-29,14:47:12,Chips,Domestic,Yes,57,45,26.54,260.81
Rudra's Pan Shop,2025-07-20,03:09:49,Jelly,Local,No,76,9,22.06,21.68
Sarthak's Pan Shop,2025-07-13,20:16:47,Biscuits,Domestic,Yes,91,32,57.45,685.09
Frederick's Pan Shop,2025-08-01,16:18:50,Jelly,Local,No,8,8,24.43,44.04
Advika's Pan Shop,2025-07-31,06:49:28,Drinks,Domestic,Yes,65,52,5.73,90.7
Harrison's Pan Shop,2025-08-07,09:57:05,Cigarettes,International,Yes,21,5,49.98,74.84
Samar's Pan Shop,2025-07-13,19:39:32,Jelly,Local,No,16,6,41.64,27.2
Orinder's Pan Shop,2025-07-11,07:35:26,Jelly,Local,No,61,41,35.17,469.99
Tanvi's Pan Shop,2025-08-04,18:34:42,Chips,International,Yes,63,48,10.09,69.65
Damyanti's Pan Shop,2025-07-28,19:19:17,Chewing Gum,International,Yes,64,34,21.98,189.09
Aradhana's Pan Shop,2025-07-29,18:03:47,Peanuts,Local,No,11,11,57.54,178.96
Jagat's Pan Shop,2025-07-31,17:01:49,Soda,International,Yes,80,55,19.18,351.84
Ridhi's Pan Shop,2025-08-08,17:59:33,Biscuits,International,Yes,91,6,15.41,36.21
Yagnesh's Pan Shop,2025-07-11,03:27:20,Sweets,Local,No,30,11,14.69,23.3
Ganga's Pan Shop,2025-07-28,04:48:29,Soda,Domestic,Yes,10,9,58.8,94.39
Pranav's Pan Shop,2025-07-14,23:11:03,Chocolates,International,Yes,40,7,37.58,29.09
Rachit's Pan Shop,2025-08-09,04:53:13,Chocolates,Domestic,Yes,25,5,4.17,4.68
Osha's Pan Shop,2025-07-16,10:08:48,Chewing Gum,Domestic,Yes,95,40,9.83,99.92
William's Pan Shop,2025-07-29,12:42:08,Cigarettes,Domestic,Yes,41,18,42.64,186.07
Lakshmi's Pan Shop,2025-07-22,13:03:12,Drinks,International,Yes,58,32,38.68,273.62
Rehaan's Pan Shop,2025-07-16,18:51:43,Sweets,Local,No,18,11,54.11,62.43
Indira's Pan Shop,2025-07-27,14:26:03,Lighters,Local,Yes,32,7,51.62,103.67
Adweta's Pan Shop,2025-07-18,09:18:28,Soanpapdi,Local,No,92,52,35.88,708.97
Qabil's Pan Shop,2025-07-25,11:06:16,Peanuts,Local,No,49,37,32.39,454.88
Vincent's Pan Shop,2025-08-09,19:09:19,Soda,International,Yes,78,28,40.83,260.3
Yashica's Pan Shop,2025-07-12,09:55:28,Cigarettes,Domestic,Yes,67,1,24.93,6.24
Indira's Pan Shop,2025-07-26,06:13:14,Mysorepak,Local,No,41,1,15.01,2.91
Jason's Pan Shop,2025-07-15,06:11:48,Lighters,Local,Yes,45,3,54.21,64.97
